Latitude,Longitude,Description,Description_encoded,Weapon,Weapon_encoded,HourBin,HourBin_encoded,Inside/Outside,Inside/Outside_encoded
39.28575,-76.65723,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.29514,-76.67935,ROBBERY - COMMERCIAL,4,FIREARM,0,Evening,1,Outside,1
39.33786,-76.63648,ROBBERY - COMMERCIAL,4,OTHER,3,Evening,1,Inside,0
39.30356,-76.64617,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.30951,-76.65733,AGG. ASSAULT,0,OTHER,3,Evening,1,Inside,0
39.31062,-76.59649,ROBBERY - STREET,6,KNIFE,2,Evening,1,Outside,1
39.31062,-76.59649,ROBBERY - STREET,6,KNIFE,2,Evening,1,Outside,1
39.32352,-76.5654,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.32485,-76.57233,AGG. ASSAULT,0,FIREARM,0,Evening,1,Inside,0
39.30115,-76.61303,AGG. ASSAULT,0,OTHER,3,Night,3,Outside,1
39.27973,-76.57472,COMMON ASSAULT,1,HANDS,1,Night,3,Outside,1
39.31674,-76.64612,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.3409,-76.54759,AGG. ASSAULT,0,HANDS,1,Morning,2,Inside,0
39.32211,-76.56487,AGG. ASSAULT,0,OTHER,3,Morning,2,Inside,0
39.29505,-76.56962,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.33465,-76.65589,AGG. ASSAULT,0,OTHER,3,Morning,2,Inside,0
39.29656,-76.6429,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.34011,-76.66684,ROBBERY - COMMERCIAL,4,FIREARM,0,Morning,2,Inside,0
39.276,-76.61852,COMMON ASSAULT,1,HANDS,1,Morning,2,Outside,1
39.28082,-76.69401,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.33073,-76.68995,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.31839,-76.66502,AGG. ASSAULT,0,KNIFE,2,Afternoon,0,Inside,0
39.33184,-76.64301,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Outside,1
39.31332,-76.61386,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.33609,-76.6847,ROBBERY - STREET,6,FIREARM,0,Afternoon,0,Outside,1
39.30943,-76.62459,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.31051,-76.59908,AGG. ASSAULT,0,KNIFE,2,Afternoon,0,Outside,1
39.31133,-76.63187,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.34072,-76.69216,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.29118,-76.64944,AGG. ASSAULT,0,HANDS,1,Evening,1,Inside,0
39.24585,-76.6204,AGG. ASSAULT,0,KNIFE,2,Evening,1,Inside,0
39.24585,-76.6204,AGG. ASSAULT,0,KNIFE,2,Evening,1,Inside,0
39.27966,-76.65817,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.30412,-76.58259,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.3011,-76.5795,AGG. ASSAULT,0,HANDS,1,Evening,1,Inside,0
39.30034,-76.61867,AGG. ASSAULT,0,OTHER,3,Evening,1,Inside,0
39.33946,-76.66671,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.32467,-76.56835,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.22828,-76.58878,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.22828,-76.58878,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.22828,-76.58878,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.29484,-76.65384,AGG. ASSAULT,0,HANDS,1,Evening,1,Inside,0
39.30075,-76.65248,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.32666,-76.59444,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.25599,-76.63414,ROBBERY - STREET,6,KNIFE,2,Afternoon,0,Outside,1
39.29309,-76.58474,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Inside,0
39.32263,-76.5754,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Inside,0
39.30901,-76.61082,COMMON ASSAULT,1,HANDS,1,Night,3,Outside,1
39.2975,-76.61713,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.32101,-76.55088,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.2883,-76.60665,AGG. ASSAULT,0,OTHER,3,Night,3,Inside,0
39.29553,-76.56778,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.37028,-76.60239,ROBBERY - CARJACKING,3,OTHER,3,Night,3,Inside,0
39.28097,-76.67235,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.29628,-76.66303,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.3006,-76.65822,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.29932,-76.66899,AGG. ASSAULT,0,FIREARM,0,Morning,2,Outside,1
39.3267,-76.56025,COMMON ASSAULT,1,HANDS,1,Morning,2,Outside,1
39.33166,-76.66372,AGG. ASSAULT,0,OTHER,3,Morning,2,Inside,0
39.31691,-76.6829,AGG. ASSAULT,0,HANDS,1,Morning,2,Inside,0
39.35952,-76.58856,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.32885,-76.66204,AGG. ASSAULT,0,HANDS,1,Morning,2,Inside,0
39.29736,-76.70579,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.29082,-76.6399,AGG. ASSAULT,0,KNIFE,2,Afternoon,0,Outside,1
39.34452,-76.67055,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.31003,-76.67597,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.34847,-76.68984,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.33133,-76.66876,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Inside,0
39.33745,-76.66052,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Inside,0
39.32181,-76.68985,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.34519,-76.65935,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.30167,-76.63316,ROBBERY - RESIDENCE,5,FIREARM,0,Afternoon,0,Inside,0
39.30167,-76.63316,ROBBERY - RESIDENCE,5,FIREARM,0,Afternoon,0,Inside,0
39.3489,-76.65564,ROBBERY - STREET,6,FIREARM,0,Afternoon,0,Outside,1
39.34047,-76.67636,AGG. ASSAULT,0,HANDS,1,Evening,1,Inside,0
39.28937,-76.61825,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.3701,-76.56188,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.34676,-76.53099,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.2724,-76.69596,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.31549,-76.61527,ROBBERY - STREET,6,KNIFE,2,Evening,1,Outside,1
39.35994,-76.60498,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.28678,-76.59725,RAPE,2,OTHER,3,Evening,1,Inside,0
39.35994,-76.60498,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.359,-76.58913,AGG. ASSAULT,0,KNIFE,2,Evening,1,Inside,0
39.29236,-76.57211,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.32518,-76.57146,AGG. ASSAULT,0,OTHER,3,Evening,1,Inside,0
39.33774,-76.70169,AGG. ASSAULT,0,FIREARM,0,Evening,1,Inside,0
39.32518,-76.57146,AGG. ASSAULT,0,KNIFE,2,Evening,1,Inside,0
39.32518,-76.57146,AGG. ASSAULT,0,OTHER,3,Evening,1,Inside,0
39.3353,-76.60866,AGG. ASSAULT,0,HANDS,1,Evening,1,Inside,0
39.28377,-76.65267,ROBBERY - COMMERCIAL,4,OTHER,3,Evening,1,Inside,0
39.28377,-76.65267,AGG. ASSAULT,0,OTHER,3,Evening,1,Inside,0
39.32362,-76.57254,ROBBERY - COMMERCIAL,4,OTHER,3,Evening,1,Outside,1
39.34392,-76.56516,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.32732,-76.6111,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.29231,-76.60886,AGG. ASSAULT,0,HANDS,1,Night,3,Outside,1
39.29231,-76.60886,AGG. ASSAULT,0,HANDS,1,Night,3,Outside,1
39.2998,-76.64935,ROBBERY - CARJACKING,3,FIREARM,0,Night,3,Inside,0
39.29243,-76.63625,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.29487,-76.61022,COMMON ASSAULT,1,HANDS,1,Morning,2,Outside,1
39.37189,-76.56114,AGG. ASSAULT,0,OTHER,3,Morning,2,Inside,0
39.23419,-76.5994,AGG. ASSAULT,0,OTHER,3,Morning,2,Inside,0
39.36499,-76.5421,ROBBERY - RESIDENCE,5,FIREARM,0,Morning,2,Inside,0
39.36499,-76.5421,ROBBERY - RESIDENCE,5,FIREARM,0,Morning,2,Inside,0
39.33184,-76.6904,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.23143,-76.5914,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.28226,-76.67437,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.26228,-76.63253,ROBBERY - STREET,6,OTHER,3,Afternoon,0,Outside,1
39.31039,-76.58663,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.29582,-76.70633,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.33687,-76.67765,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Outside,1
39.27766,-76.54253,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.3013,-76.62699,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.30462,-76.63185,AGG. ASSAULT,0,HANDS,1,Afternoon,0,Inside,0
39.29345,-76.65784,ROBBERY - STREET,6,FIREARM,0,Afternoon,0,Inside,0
39.28619,-76.64695,ROBBERY - COMMERCIAL,4,OTHER,3,Afternoon,0,Inside,0
39.23918,-76.61125,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Outside,1
39.36067,-76.65459,AGG. ASSAULT,0,OTHER,3,Evening,1,Inside,0
39.32846,-76.69048,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.30716,-76.639,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.27807,-76.61448,AGG. ASSAULT,0,OTHER,3,Evening,1,Outside,1
39.30761,-76.58004,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.30761,-76.58004,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.31741,-76.55575,AGG. ASSAULT,0,OTHER,3,Evening,1,Inside,0
39.31539,-76.65423,AGG. ASSAULT,0,FIREARM,0,Evening,1,Outside,1
39.29501,-76.63317,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.25822,-76.53113,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.28685,-76.6314,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.3253,-76.56895,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.28706,-76.55422,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.3102,-76.64814,AGG. ASSAULT,0,FIREARM,0,Evening,1,Outside,1
39.31638,-76.65019,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.30533,-76.59809,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.3002,-76.60258,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.27857,-76.65734,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.29096,-76.56702,AGG. ASSAULT,0,HANDS,1,Night,3,Inside,0
39.32658,-76.61338,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.29877,-76.58462,ROBBERY - COMMERCIAL,4,FIREARM,0,Morning,2,Inside,0
39.31356,-76.58965,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.22894,-76.59226,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.29112,-76.63072,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.28121,-76.57579,AGG. ASSAULT,0,FIREARM,0,Afternoon,0,Inside,0
39.28121,-76.57579,AGG. ASSAULT,0,FIREARM,0,Afternoon,0,Inside,0
39.29766,-76.65536,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.32274,-76.59559,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Inside,0
39.24449,-76.62144,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.24449,-76.62144,ROBBERY - RESIDENCE,5,FIREARM,0,Afternoon,0,Inside,0
39.3222,-76.58965,AGG. ASSAULT,0,KNIFE,2,Afternoon,0,Outside,1
39.27924,-76.56851,ROBBERY - CARJACKING,3,FIREARM,0,Afternoon,0,Outside,1
39.33448,-76.60891,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.24264,-76.62879,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.25822,-76.53113,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.28576,-76.55794,AGG. ASSAULT,0,HANDS,1,Afternoon,0,Inside,0
39.30098,-76.6711,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.25137,-76.61498,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.32,-76.65642,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.29733,-76.57218,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.32073,-76.61108,AGG. ASSAULT,0,KNIFE,2,Evening,1,Inside,0
39.29902,-76.57849,RAPE,2,OTHER,3,Evening,1,Inside,0
39.33969,-76.6899,AGG. ASSAULT,0,OTHER,3,Evening,1,Inside,0
39.29489,-76.56888,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.30241,-76.61586,AGG. ASSAULT,0,OTHER,3,Evening,1,Outside,1
39.28904,-76.53916,COMMON ASSAULT,1,HANDS,1,Night,3,Outside,1
39.34997,-76.6792,AGG. ASSAULT,0,OTHER,3,Night,3,Inside,0
39.29312,-76.61125,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.28201,-76.61313,ROBBERY - STREET,6,FIREARM,0,Night,3,Inside,0
39.34916,-76.58953,AGG. ASSAULT,0,KNIFE,2,Night,3,Inside,0
39.26198,-76.64057,AGG. ASSAULT,0,KNIFE,2,Night,3,Inside,0
39.22376,-76.58749,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.22602,-76.5896,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.30361,-76.61239,ROBBERY - CARJACKING,3,KNIFE,2,Morning,2,Outside,1
39.28762,-76.66005,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Inside,0
39.3213,-76.59326,AGG. ASSAULT,0,KNIFE,2,Afternoon,0,Inside,0
39.34508,-76.6747,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.29995,-76.5804,AGG. ASSAULT,0,HANDS,1,Afternoon,0,Inside,0
39.27493,-76.61886,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Outside,1
39.2636,-76.63368,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.30488,-76.57835,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.2953,-76.60525,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.29446,-76.67845,ROBBERY - STREET,6,OTHER,3,Afternoon,0,Outside,1
39.29446,-76.67845,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Outside,1
39.30603,-76.65245,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.34608,-76.68065,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.25624,-76.6446,AGG. ASSAULT,0,FIREARM,0,Evening,1,Inside,0
39.30963,-76.66408,AGG. ASSAULT,0,KNIFE,2,Evening,1,Outside,1
39.33478,-76.53534,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.29066,-76.67823,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.29066,-76.67823,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.29066,-76.67823,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.24909,-76.62954,AGG. ASSAULT,0,FIREARM,0,Evening,1,Outside,1
39.24909,-76.62954,AGG. ASSAULT,0,FIREARM,0,Evening,1,Outside,1
39.24649,-76.62503,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.24649,-76.62503,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.30657,-76.5814,AGG. ASSAULT,0,OTHER,3,Evening,1,Inside,0
39.30657,-76.5814,AGG. ASSAULT,0,KNIFE,2,Evening,1,Inside,0
39.29946,-76.64012,ROBBERY - STREET,6,FIREARM,0,Evening,1,Inside,0
39.27347,-76.53474,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.30916,-76.66289,COMMON ASSAULT,1,HANDS,1,Morning,2,Outside,1
39.22499,-76.5884,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.29917,-76.57804,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.26564,-76.67532,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.29737,-76.59403,AGG. ASSAULT,0,HANDS,1,Night,3,Inside,0
39.26449,-76.65493,AGG. ASSAULT,0,KNIFE,2,Night,3,Outside,1
39.32622,-76.55581,AGG. ASSAULT,0,HANDS,1,Night,3,Inside,0
39.28044,-76.64911,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.32848,-76.65832,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.29108,-76.65228,COMMON ASSAULT,1,HANDS,1,Night,3,Outside,1
39.2928,-76.59982,ROBBERY - COMMERCIAL,4,FIREARM,0,Night,3,Outside,1
39.31558,-76.5409,COMMON ASSAULT,1,HANDS,1,Morning,2,Outside,1
39.34469,-76.56771,AGG. ASSAULT,0,OTHER,3,Morning,2,Inside,0
39.34456,-76.68188,ROBBERY - COMMERCIAL,4,KNIFE,2,Morning,2,Inside,0
39.29891,-76.62154,AGG. ASSAULT,0,KNIFE,2,Morning,2,Outside,1
39.28005,-76.6529,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.29371,-76.65094,ROBBERY - STREET,6,OTHER,3,Afternoon,0,Outside,1
39.28507,-76.69513,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.35616,-76.68895,AGG. ASSAULT,0,KNIFE,2,Afternoon,0,Inside,0
39.28384,-76.6435,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.31178,-76.61495,RAPE,2,OTHER,3,Afternoon,0,Inside,0
39.28384,-76.6435,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.2495,-76.62194,RAPE,2,OTHER,3,Afternoon,0,Inside,0
39.3129,-76.63471,AGG. ASSAULT,0,OTHER,3,Evening,1,Inside,0
39.28393,-76.64492,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.28856,-76.59363,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.34654,-76.68414,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.2495,-76.62194,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.29344,-76.56003,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.33491,-76.68931,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.29614,-76.57861,AGG. ASSAULT,0,KNIFE,2,Evening,1,Outside,1
39.35334,-76.59026,AGG. ASSAULT,0,OTHER,3,Evening,1,Inside,0
39.27358,-76.53133,ROBBERY - COMMERCIAL,4,FIREARM,0,Evening,1,Inside,0
39.22774,-76.60033,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.29032,-76.56658,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.33756,-76.63474,ROBBERY - COMMERCIAL,4,FIREARM,0,Evening,1,Inside,0
39.36718,-76.54853,AGG. ASSAULT,0,OTHER,3,Evening,1,Inside,0
39.31644,-76.54328,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.31254,-76.58646,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.35671,-76.564,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.37064,-76.5671,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.29012,-76.6286,AGG. ASSAULT,0,FIREARM,0,Night,3,Inside,0
39.32038,-76.60951,AGG. ASSAULT,0,OTHER,3,Night,3,Outside,1
39.2788,-76.61632,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.31706,-76.57795,AGG. ASSAULT,0,HANDS,1,Night,3,Inside,0
39.34524,-76.65945,AGG. ASSAULT,0,OTHER,3,Morning,2,Inside,0
39.30114,-76.60535,AGG. ASSAULT,0,KNIFE,2,Morning,2,Inside,0
39.30483,-76.64043,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.29157,-76.6211,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Outside,1
39.28852,-76.63967,ROBBERY - STREET,6,KNIFE,2,Afternoon,0,Outside,1
39.3097,-76.6437,ROBBERY - STREET,6,FIREARM,0,Afternoon,0,Outside,1
39.34313,-76.5687,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.28554,-76.67233,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.23304,-76.60064,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Inside,0
39.29112,-76.63072,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.28872,-76.61367,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.35482,-76.60233,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.3583,-76.56274,AGG. ASSAULT,0,HANDS,1,Evening,1,Outside,1
39.30749,-76.59823,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.34299,-76.67731,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.30319,-76.60772,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.35641,-76.60532,AGG. ASSAULT,0,FIREARM,0,Evening,1,Inside,0
39.35641,-76.60532,AGG. ASSAULT,0,FIREARM,0,Evening,1,Inside,0
39.35641,-76.60532,AGG. ASSAULT,0,FIREARM,0,Evening,1,Inside,0
39.28976,-76.61015,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.29166,-76.6397,AGG. ASSAULT,0,HANDS,1,Evening,1,Outside,1
39.36512,-76.6026,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.25359,-76.62584,ROBBERY - STREET,6,FIREARM,0,Evening,1,Inside,0
39.32897,-76.69193,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.30436,-76.63571,ROBBERY - CARJACKING,3,FIREARM,0,Evening,1,Outside,1
39.31145,-76.65144,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.30685,-76.58559,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.26664,-76.65245,ROBBERY - COMMERCIAL,4,FIREARM,0,Night,3,Outside,1
39.32714,-76.61098,COMMON ASSAULT,1,HANDS,1,Night,3,Outside,1
39.31108,-76.62078,ROBBERY - STREET,6,OTHER,3,Morning,2,Inside,0
39.28783,-76.63369,AGG. ASSAULT,0,KNIFE,2,Afternoon,0,Inside,0
39.34269,-76.7012,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.34711,-76.68015,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.30172,-76.6545,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.28753,-76.615,ROBBERY - COMMERCIAL,4,FIREARM,0,Afternoon,0,Inside,0
39.29154,-76.62001,AGG. ASSAULT,0,HANDS,1,Afternoon,0,Outside,1
39.30683,-76.58719,AGG. ASSAULT,0,FIREARM,0,Afternoon,0,Outside,1
39.3131,-76.58605,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.32004,-76.62404,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.30294,-76.58669,AGG. ASSAULT,0,KNIFE,2,Night,3,Inside,0
39.34274,-76.68131,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.29213,-76.56942,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.31681,-76.61535,AGG. ASSAULT,0,HANDS,1,Evening,1,Inside,0
39.25273,-76.62326,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.31313,-76.66775,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.3446,-76.60652,ROBBERY - RESIDENCE,5,FIREARM,0,Evening,1,Inside,0
39.3446,-76.60652,ROBBERY - RESIDENCE,5,FIREARM,0,Evening,1,Inside,0
39.24779,-76.62899,AGG. ASSAULT,0,OTHER,3,Evening,1,Inside,0
39.35949,-76.59446,ROBBERY - COMMERCIAL,4,OTHER,3,Evening,1,Outside,1
39.24871,-76.63136,AGG. ASSAULT,0,FIREARM,0,Evening,1,Outside,1
39.34242,-76.56795,AGG. ASSAULT,0,KNIFE,2,Evening,1,Inside,0
39.34242,-76.56795,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.30894,-76.64648,AGG. ASSAULT,0,OTHER,3,Evening,1,Outside,1
39.29089,-76.56858,AGG. ASSAULT,0,OTHER,3,Evening,1,Inside,0
39.31019,-76.63836,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.31645,-76.57526,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.29758,-76.59087,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.24555,-76.62168,COMMON ASSAULT,1,HANDS,1,Night,3,Outside,1
39.29413,-76.5882,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.28959,-76.61518,ROBBERY - STREET,6,KNIFE,2,Night,3,Outside,1
39.31638,-76.61678,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.31348,-76.67116,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.3327,-76.60378,ROBBERY - STREET,6,FIREARM,0,Morning,2,Outside,1
39.34912,-76.68839,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.3327,-76.60378,ROBBERY - STREET,6,FIREARM,0,Morning,2,Outside,1
39.22746,-76.58863,AGG. ASSAULT,0,HANDS,1,Morning,2,Inside,0
39.34511,-76.65939,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.34511,-76.65939,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.28855,-76.60677,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.30521,-76.66657,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.28696,-76.65051,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.34519,-76.65935,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.29758,-76.59087,RAPE,2,OTHER,3,Morning,2,Inside,0
39.31081,-76.63872,ROBBERY - STREET,6,FIREARM,0,Afternoon,0,Outside,1
39.30087,-76.59927,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
