CrimeTime,CrimeCode,Description,Inside/Outside,Weapon,Post,District,Latitude,Longitude,HourBin,Description_encoded,Weapon_encoded,HourBin_encoded,Inside/Outside_encoded,cluster
21.0,4B,AGG. ASSAULT,Inside,KNIFE,413.0,NORTHEASTERN,39.34328,-76.5951,Evening,0,2,1,0,12
21.0,4E,COMMON ASSAULT,Inside,HANDS,123.0,CENTRAL,39.3028,-76.62814,Evening,1,1,1,0,8
22.0,4E,COMMON ASSAULT,Inside,HANDS,621.0,NORTHWESTERN,39.3249,-76.68761,Evening,1,1,1,0,8
23.0,4E,COMMON ASSAULT,Inside,HANDS,524.0,NORTHERN,39.35283,-76.60803,Evening,1,1,1,0,8
0.0,4E,COMMON ASSAULT,Inside,HANDS,842.0,SOUTHWESTERN,39.29144,-76.66125,Night,1,1,3,0,0
0.0,4B,AGG. ASSAULT,Inside,KNIFE,641.0,NORTHWESTERN,39.31822,-76.67115,Night,0,2,3,0,36
1.0,4E,COMMON ASSAULT,Inside,HANDS,932.0,SOUTHERN,39.2859,-76.63034,Night,1,1,3,0,0
7.0,4E,COMMON ASSAULT,Inside,HANDS,941.0,SOUTHERN,39.27513,-76.64235,Morning,1,1,2,0,1
9.0,4E,COMMON ASSAULT,Inside,HANDS,223.0,SOUTHEASTERN,39.29081,-76.56747,Morning,1,1,2,0,1
9.0,4E,COMMON ASSAULT,Inside,HANDS,241.0,SOUTHEASTERN,39.29503,-76.53345,Morning,1,1,2,0,1
11.0,4E,COMMON ASSAULT,Inside,HANDS,323.0,EASTERN,39.30044,-76.58449,Morning,1,1,2,0,1
12.0,4E,COMMON ASSAULT,Inside,HANDS,123.0,CENTRAL,39.30366,-76.63475,Afternoon,1,1,0,0,7
13.0,4C,AGG. ASSAULT,Inside,OTHER,532.0,NORTHERN,39.34359,-76.66097,Afternoon,0,3,0,0,22
15.0,4E,COMMON ASSAULT,Outside,HANDS,411.0,NORTHEASTERN,39.32029,-76.59453,Afternoon,1,1,0,1,5
16.0,4E,COMMON ASSAULT,Outside,HANDS,631.0,NORTHWESTERN,39.35078,-76.69472,Afternoon,1,1,0,1,5
16.0,4E,COMMON ASSAULT,Outside,HANDS,631.0,NORTHWESTERN,39.35078,-76.69472,Afternoon,1,1,0,1,5
16.0,4E,COMMON ASSAULT,Inside,HANDS,233.0,SOUTHEASTERN,39.27744,-76.54373,Afternoon,1,1,0,0,7
16.0,4E,COMMON ASSAULT,Outside,HANDS,423.0,NORTHEASTERN,39.36296,-76.56236,Afternoon,1,1,0,1,5
16.0,4E,COMMON ASSAULT,Inside,HANDS,712.0,WESTERN,39.29268,-76.63696,Afternoon,1,1,0,0,7
17.0,4E,COMMON ASSAULT,Outside,HANDS,224.0,SOUTHEASTERN,39.29563,-76.57282,Afternoon,1,1,0,1,5
2.0,4C,AGG. ASSAULT,Inside,OTHER,932.0,SOUTHERN,39.28174,-76.63096,Night,0,3,3,0,32
2.0,4C,AGG. ASSAULT,Inside,OTHER,123.0,CENTRAL,39.30137,-76.62782,Night,0,3,3,0,32
8.0,4E,COMMON ASSAULT,Inside,HANDS,541.0,NORTHERN,39.35381,-76.63723,Morning,1,1,2,0,1
9.0,4E,COMMON ASSAULT,Inside,HANDS,911.0,SOUTHERN,39.22611,-76.58773,Morning,1,1,2,0,1
9.0,4E,COMMON ASSAULT,Inside,HANDS,243.0,SOUTHEASTERN,39.27905,-76.53135,Morning,1,1,2,0,1
10.0,3AF,ROBBERY - STREET,Outside,FIREARM,111.0,CENTRAL,39.28954,-76.61533,Morning,6,0,2,1,14
11.0,4E,COMMON ASSAULT,Inside,HANDS,743.0,WESTERN,39.30133,-76.64312,Morning,1,1,2,0,1
11.0,4E,COMMON ASSAULT,Inside,HANDS,731.0,WESTERN,39.31539,-76.65423,Morning,1,1,2,0,1
12.0,4E,COMMON ASSAULT,Inside,HANDS,413.0,NORTHEASTERN,39.35407,-76.5911,Afternoon,1,1,0,0,7
12.0,4E,COMMON ASSAULT,Outside,HANDS,714.0,WESTERN,39.29045,-76.64943,Afternoon,1,1,0,1,5
13.0,4E,COMMON ASSAULT,Inside,HANDS,432.0,NORTHEASTERN,39.32185,-76.56441,Afternoon,1,1,0,0,7
15.0,3AF,ROBBERY - STREET,Outside,FIREARM,313.0,EASTERN,39.30339,-76.59493,Afternoon,6,0,0,1,6
15.0,3AF,ROBBERY - STREET,Outside,FIREARM,313.0,EASTERN,39.30339,-76.59493,Afternoon,6,0,0,1,6
16.0,4C,AGG. ASSAULT,Inside,OTHER,224.0,SOUTHEASTERN,39.2963,-76.56963,Afternoon,0,3,0,0,22
17.0,4E,COMMON ASSAULT,Inside,HANDS,911.0,SOUTHERN,39.22833,-76.58949,Afternoon,1,1,0,0,7
18.0,3AF,ROBBERY - STREET,Outside,FIREARM,111.0,CENTRAL,39.28854,-76.61503,Evening,6,0,1,1,9
18.0,4E,COMMON ASSAULT,Inside,HANDS,822.0,SOUTHWESTERN,39.29372,-76.68623,Evening,1,1,1,0,8
19.0,4B,AGG. ASSAULT,Inside,KNIFE,513.0,NORTHERN,39.32749,-76.60946,Evening,0,2,1,0,12
20.0,4E,COMMON ASSAULT,Outside,HANDS,941.0,SOUTHERN,39.28252,-76.61758,Evening,1,1,1,1,11
21.0,4C,AGG. ASSAULT,Inside,OTHER,132.0,CENTRAL,39.30496,-76.62923,Evening,0,3,1,0,18
21.0,3AF,ROBBERY - STREET,Outside,FIREARM,932.0,SOUTHERN,39.28265,-76.63004,Evening,6,0,1,1,9
21.0,3AF,ROBBERY - STREET,Outside,FIREARM,932.0,SOUTHERN,39.28265,-76.63004,Evening,6,0,1,1,9
21.0,4E,COMMON ASSAULT,Outside,HANDS,632.0,NORTHWESTERN,39.36609,-76.69626,Evening,1,1,1,1,11
21.0,4B,AGG. ASSAULT,Inside,KNIFE,932.0,SOUTHERN,39.28032,-76.63155,Evening,0,2,1,0,12
22.0,4E,COMMON ASSAULT,Inside,HANDS,641.0,NORTHWESTERN,39.32059,-76.68075,Evening,1,1,1,0,8
23.0,4E,COMMON ASSAULT,Inside,HANDS,311.0,EASTERN,39.30258,-76.61011,Evening,1,1,1,0,8
23.0,4E,COMMON ASSAULT,Inside,HANDS,323.0,EASTERN,39.29885,-76.58285,Evening,1,1,1,0,8
23.0,4E,COMMON ASSAULT,Inside,HANDS,323.0,EASTERN,39.29885,-76.58285,Evening,1,1,1,0,8
22.0,4B,AGG. ASSAULT,Inside,KNIFE,342.0,EASTERN,39.31222,-76.60515,Evening,0,2,1,0,12
0.0,4E,COMMON ASSAULT,Inside,HANDS,913.0,SOUTHERN,39.22983,-76.60101,Night,1,1,3,0,0
1.0,4E,COMMON ASSAULT,Outside,HANDS,233.0,SOUTHEASTERN,39.28122,-76.54819,Night,1,1,3,1,26
1.0,4C,AGG. ASSAULT,Inside,OTHER,233.0,SOUTHEASTERN,39.28122,-76.54819,Night,0,3,3,0,32
1.0,4E,COMMON ASSAULT,Outside,HANDS,942.0,SOUTHERN,39.27807,-76.61448,Night,1,1,3,1,26
2.0,4E,COMMON ASSAULT,Outside,HANDS,111.0,CENTRAL,39.28979,-76.60672,Night,1,1,3,1,26
2.0,4E,COMMON ASSAULT,Inside,HANDS,421.0,NORTHEASTERN,39.3425,-76.57147,Night,1,1,3,0,0
11.0,4E,COMMON ASSAULT,Inside,HANDS,922.0,SOUTHERN,39.2439,-76.62465,Morning,1,1,2,0,1
13.0,4B,AGG. ASSAULT,Inside,KNIFE,533.0,NORTHERN,39.33837,-76.66236,Afternoon,0,2,0,0,84
15.0,4B,AGG. ASSAULT,Outside,KNIFE,942.0,SOUTHERN,39.27684,-76.61446,Afternoon,0,2,0,1,29
15.0,4E,COMMON ASSAULT,Inside,HANDS,424.0,NORTHEASTERN,39.35445,-76.54566,Afternoon,1,1,0,0,7
17.0,4E,COMMON ASSAULT,Inside,HANDS,331.0,EASTERN,39.31113,-76.58354,Afternoon,1,1,0,0,7
17.0,4B,AGG. ASSAULT,Inside,KNIFE,342.0,EASTERN,39.31738,-76.60942,Afternoon,0,2,0,0,23
18.0,4C,AGG. ASSAULT,Inside,OTHER,844.0,SOUTHWESTERN,39.29659,-76.6774,Evening,0,3,1,0,18
18.0,4B,AGG. ASSAULT,Inside,KNIFE,641.0,NORTHWESTERN,39.31733,-76.67495,Evening,0,2,1,0,12
18.0,4E,COMMON ASSAULT,Outside,HANDS,122.0,CENTRAL,39.29012,-76.6285,Evening,1,1,1,1,11
21.0,4E,COMMON ASSAULT,Inside,HANDS,142.0,CENTRAL,39.2992,-76.61573,Evening,1,1,1,0,8
0.0,4E,COMMON ASSAULT,Outside,HANDS,942.0,SOUTHERN,39.27837,-76.6092,Night,1,1,3,1,26
0.0,4E,COMMON ASSAULT,Inside,HANDS,243.0,SOUTHEASTERN,39.27223,-76.53105,Night,1,1,3,0,0
0.0,4E,COMMON ASSAULT,Outside,HANDS,531.0,NORTHERN,39.32959,-76.63117,Night,1,1,3,1,26
1.0,4E,COMMON ASSAULT,Outside,HANDS,942.0,SOUTHERN,39.2776,-76.61445,Night,1,1,3,1,26
1.0,4A,AGG. ASSAULT,Outside,FIREARM,811.0,SOUTHWESTERN,39.31041,-76.66129,Night,0,0,3,1,33
1.0,4A,AGG. ASSAULT,Outside,FIREARM,811.0,SOUTHWESTERN,39.31041,-76.66129,Night,0,0,3,1,33
0.0,4E,COMMON ASSAULT,Outside,HANDS,942.0,SOUTHERN,39.27678,-76.6144,Night,1,1,3,1,26
2.0,4E,COMMON ASSAULT,Inside,HANDS,331.0,EASTERN,39.31223,-76.59214,Night,1,1,3,0,0
3.0,4B,AGG. ASSAULT,Outside,KNIFE,132.0,CENTRAL,39.30593,-76.62102,Night,0,2,3,1,4
8.0,4C,AGG. ASSAULT,Inside,OTHER,613.0,NORTHWESTERN,39.339,-76.66939,Morning,0,3,2,0,74
11.0,4E,COMMON ASSAULT,Inside,HANDS,133.0,CENTRAL,39.31521,-76.63509,Morning,1,1,2,0,1
13.0,4E,COMMON ASSAULT,Inside,HANDS,411.0,NORTHEASTERN,39.32232,-76.59634,Afternoon,1,1,0,0,7
15.0,4E,COMMON ASSAULT,Outside,HANDS,612.0,NORTHWESTERN,39.32651,-76.65854,Afternoon,1,1,0,1,5
15.0,4C,AGG. ASSAULT,Inside,OTHER,922.0,SOUTHERN,39.24494,-76.62729,Afternoon,0,3,0,0,68
18.0,4C,AGG. ASSAULT,Inside,OTHER,411.0,NORTHEASTERN,39.32055,-76.59361,Evening,0,3,1,0,18
18.0,4E,COMMON ASSAULT,Outside,HANDS,543.0,NORTHERN,39.33141,-76.60467,Evening,1,1,1,1,11
19.0,4E,COMMON ASSAULT,Inside,HANDS,423.0,NORTHEASTERN,39.3674,-76.57201,Evening,1,1,1,0,8
20.0,4E,COMMON ASSAULT,Inside,HANDS,922.0,SOUTHERN,39.24983,-76.62818,Evening,1,1,1,0,8
20.0,4E,COMMON ASSAULT,Inside,HANDS,411.0,NORTHEASTERN,39.3225,-76.59208,Evening,1,1,1,0,8
20.0,4E,COMMON ASSAULT,Inside,HANDS,832.0,SOUTHWESTERN,39.27488,-76.66406,Evening,1,1,1,0,8
20.0,4C,AGG. ASSAULT,Inside,OTHER,415.0,NORTHEASTERN,39.3578,-76.58016,Evening,0,3,1,0,18
22.0,4E,COMMON ASSAULT,Outside,HANDS,922.0,SOUTHERN,39.24954,-76.62158,Evening,1,1,1,1,11
23.0,4E,COMMON ASSAULT,Outside,HANDS,733.0,WESTERN,39.31005,-76.6434,Evening,1,1,1,1,11
0.0,4E,COMMON ASSAULT,Inside,HANDS,913.0,SOUTHERN,39.23945,-76.6023,Night,1,1,3,0,0
2.0,4E,COMMON ASSAULT,Inside,HANDS,343.0,EASTERN,39.30939,-76.60081,Night,1,1,3,0,0
4.0,4C,AGG. ASSAULT,Inside,OTHER,111.0,CENTRAL,39.28872,-76.61367,Night,0,3,3,0,32
4.0,3AF,ROBBERY - STREET,Outside,FIREARM,431.0,NORTHEASTERN,39.32048,-76.57505,Night,6,0,3,1,2
4.0,4E,COMMON ASSAULT,Inside,HANDS,311.0,EASTERN,39.30845,-76.60966,Night,1,1,3,0,0
4.0,4D,AGG. ASSAULT,Inside,HANDS,343.0,EASTERN,39.3056,-76.60229,Night,0,1,3,0,60
4.0,4E,COMMON ASSAULT,Inside,HANDS,141.0,NORTHERN,39.31218,-76.61703,Night,1,1,3,0,0
6.0,4B,AGG. ASSAULT,Inside,KNIFE,141.0,CENTRAL,39.31015,-76.61789,Morning,0,2,2,0,44
7.0,4E,COMMON ASSAULT,Inside,HANDS,532.0,NORTHERN,39.34245,-76.66506,Morning,1,1,2,0,1
8.0,4E,COMMON ASSAULT,Outside,HANDS,211.0,SOUTHEASTERN,39.29093,-76.60555,Morning,1,1,2,1,13
10.0,4E,COMMON ASSAULT,Inside,HANDS,523.0,NORTHERN,39.3547,-76.60212,Morning,1,1,2,0,1
11.0,4C,AGG. ASSAULT,Outside,OTHER,111.0,CENTRAL,39.29053,-76.61395,Morning,0,3,2,1,25
11.0,4E,COMMON ASSAULT,Outside,HANDS,133.0,CENTRAL,39.31087,-76.63269,Morning,1,1,2,1,13
13.0,3AF,ROBBERY - STREET,Outside,FIREARM,221.0,SOUTHEASTERN,39.29793,-76.57793,Afternoon,6,0,0,1,6
14.0,4E,COMMON ASSAULT,Outside,HANDS,913.0,SOUTHERN,39.23423,-76.59566,Afternoon,1,1,0,1,5
14.0,4E,COMMON ASSAULT,Inside,HANDS,822.0,SOUTHWESTERN,39.28318,-76.69311,Afternoon,1,1,0,0,7
14.0,4E,COMMON ASSAULT,Inside,HANDS,622.0,NORTHWESTERN,39.3321,-76.69521,Afternoon,1,1,0,0,7
14.0,4E,COMMON ASSAULT,Inside,HANDS,911.0,SOUTHERN,39.22789,-76.5938,Afternoon,1,1,0,0,7
15.0,4E,COMMON ASSAULT,Inside,HANDS,542.0,NORTHERN,39.33729,-76.60737,Afternoon,1,1,0,0,7
15.0,4E,COMMON ASSAULT,Inside,HANDS,444.0,NORTHEASTERN,39.33902,-76.54004,Afternoon,1,1,0,0,7
15.0,4E,COMMON ASSAULT,Outside,HANDS,833.0,SOUTHWESTERN,39.27755,-76.69466,Afternoon,1,1,0,1,5
15.0,4E,COMMON ASSAULT,Outside,HANDS,833.0,SOUTHWESTERN,39.27755,-76.69466,Afternoon,1,1,0,1,5
15.0,4E,COMMON ASSAULT,Outside,HANDS,611.0,NORTHWESTERN,39.3245,-76.6571,Afternoon,1,1,0,1,5
15.0,4E,COMMON ASSAULT,Outside,HANDS,412.0,NORTHEASTERN,39.34523,-76.59126,Afternoon,1,1,0,1,5
17.0,4E,COMMON ASSAULT,Outside,HANDS,331.0,EASTERN,39.30588,-76.5856,Afternoon,1,1,0,1,5
17.0,4B,AGG. ASSAULT,Outside,KNIFE,712.0,WESTERN,39.2905,-76.63133,Afternoon,0,2,0,1,29
18.0,3AF,ROBBERY - STREET,Outside,FIREARM,844.0,SOUTHWESTERN,39.2972,-76.68046,Evening,6,0,1,1,9
18.0,4E,COMMON ASSAULT,Inside,HANDS,832.0,SOUTHWESTERN,39.26433,-76.67686,Evening,1,1,1,0,8
18.0,4E,COMMON ASSAULT,Outside,HANDS,141.0,CENTRAL,39.3038,-76.61852,Evening,1,1,1,1,11
19.0,4E,COMMON ASSAULT,Inside,HANDS,642.0,NORTHWESTERN,39.32464,-76.68031,Evening,1,1,1,0,8
19.0,4E,COMMON ASSAULT,Inside,HANDS,343.0,EASTERN,39.30959,-76.59589,Evening,1,1,1,0,8
19.0,4E,COMMON ASSAULT,Inside,HANDS,212.0,SOUTHEASTERN,39.28643,-76.5851,Evening,1,1,1,0,8
19.0,4E,COMMON ASSAULT,Inside,HANDS,731.0,WESTERN,39.31137,-76.65003,Evening,1,1,1,0,8
20.0,4E,COMMON ASSAULT,Outside,HANDS,522.0,NORTHERN,39.36473,-76.61546,Evening,1,1,1,1,11
22.0,4E,COMMON ASSAULT,Outside,HANDS,323.0,EASTERN,39.30111,-76.5789,Evening,1,1,1,1,11
23.0,4B,AGG. ASSAULT,Inside,KNIFE,712.0,WESTERN,39.29254,-76.63129,Evening,0,2,1,0,12
12.0,4E,COMMON ASSAULT,Outside,HANDS,141.0,CENTRAL,39.30569,-76.61347,Afternoon,1,1,0,1,5
13.0,4E,COMMON ASSAULT,Inside,HANDS,922.0,SOUTHERN,39.24649,-76.62268,Afternoon,1,1,0,0,7
14.0,4E,COMMON ASSAULT,Inside,HANDS,412.0,NORTHEASTERN,39.33092,-76.59286,Afternoon,1,1,0,0,7
15.0,4E,COMMON ASSAULT,Inside,HANDS,232.0,SOUTHEASTERN,39.28342,-76.56878,Afternoon,1,1,0,0,7
15.0,3CF,ROBBERY - COMMERCIAL,Inside,FIREARM,543.0,NORTHERN,39.32958,-76.6094,Afternoon,4,0,0,0,59
0.0,4E,COMMON ASSAULT,Inside,HANDS,542.0,NORTHERN,39.34055,-76.60284,Night,1,1,3,0,0
1.0,4E,COMMON ASSAULT,Inside,HANDS,842.0,SOUTHWESTERN,39.28887,-76.65735,Night,1,1,3,0,0
2.0,4E,COMMON ASSAULT,Outside,HANDS,714.0,WESTERN,39.29113,-76.65059,Night,1,1,3,1,26
3.0,4E,COMMON ASSAULT,Outside,HANDS,714.0,WESTERN,39.28783,-76.6549,Night,1,1,3,1,26
5.0,4E,COMMON ASSAULT,Inside,HANDS,922.0,SOUTHERN,39.25358,-76.62587,Night,1,1,3,0,0
8.0,4E,COMMON ASSAULT,Inside,HANDS,542.0,NORTHERN,39.33907,-76.60436,Morning,1,1,2,0,1
8.0,4E,COMMON ASSAULT,Inside,HANDS,542.0,NORTHERN,39.34408,-76.60961,Morning,1,1,2,0,1
9.0,4E,COMMON ASSAULT,Inside,HANDS,424.0,NORTHEASTERN,39.36469,-76.55579,Morning,1,1,2,0,1
9.0,4E,COMMON ASSAULT,Inside,HANDS,424.0,NORTHEASTERN,39.36469,-76.55579,Morning,1,1,2,0,1
9.0,4E,COMMON ASSAULT,Inside,HANDS,424.0,NORTHEASTERN,39.3604,-76.54355,Morning,1,1,2,0,1
10.0,4E,COMMON ASSAULT,Inside,HANDS,741.0,WESTERN,39.30887,-76.65129,Morning,1,1,2,0,1
10.0,4C,AGG. ASSAULT,Inside,OTHER,844.0,SOUTHWESTERN,39.29703,-76.6757,Morning,0,3,2,0,15
11.0,4E,COMMON ASSAULT,Inside,HANDS,421.0,NORTHEASTERN,39.32735,-76.58664,Morning,1,1,2,0,1
15.0,4A,AGG. ASSAULT,Outside,FIREARM,343.0,EASTERN,39.30975,-76.59514,Afternoon,0,0,0,1,31
15.0,4A,AGG. ASSAULT,Outside,FIREARM,343.0,EASTERN,39.30975,-76.59514,Afternoon,0,0,0,1,31
15.0,4E,COMMON ASSAULT,Outside,HANDS,931.0,SOUTHERN,39.28647,-76.63798,Afternoon,1,1,0,1,5
15.0,4E,COMMON ASSAULT,Inside,HANDS,814.0,SOUTHWESTERN,39.29704,-76.66737,Afternoon,1,1,0,0,7
15.0,4C,AGG. ASSAULT,Outside,OTHER,123.0,CENTRAL,39.30345,-76.62895,Afternoon,0,3,0,1,16
16.0,3AF,ROBBERY - STREET,Outside,FIREARM,811.0,SOUTHWESTERN,39.31017,-76.66831,Afternoon,6,0,0,1,6
16.0,4E,COMMON ASSAULT,Inside,HANDS,233.0,SOUTHEASTERN,39.27758,-76.54462,Afternoon,1,1,0,0,7
17.0,4E,COMMON ASSAULT,Inside,HANDS,111.0,CENTRAL,39.29061,-76.6077,Afternoon,1,1,0,0,7
17.0,4C,AGG. ASSAULT,Inside,OTHER,714.0,WESTERN,39.28944,-76.65445,Afternoon,0,3,0,0,22
17.0,4E,COMMON ASSAULT,Inside,HANDS,133.0,CENTRAL,39.31131,-76.63659,Afternoon,1,1,0,0,7
18.0,4A,AGG. ASSAULT,Outside,FIREARM,442.0,NORTHEASTERN,39.3292,-76.56403,Evening,0,0,1,1,21
19.0,4E,COMMON ASSAULT,Outside,HANDS,313.0,EASTERN,39.29943,-76.59772,Evening,1,1,1,1,11
21.0,3AF,ROBBERY - STREET,Outside,FIREARM,643.0,NORTHWESTERN,39.33062,-76.66588,Evening,6,0,1,1,9
21.0,3AF,ROBBERY - STREET,Outside,FIREARM,812.0,SOUTHWESTERN,39.31098,-76.68191,Evening,6,0,1,1,9
22.0,4E,COMMON ASSAULT,Outside,HANDS,113.0,CENTRAL,39.28436,-76.61332,Evening,1,1,1,1,11
23.0,4E,COMMON ASSAULT,Outside,HANDS,921.0,SOUTHERN,39.26324,-76.6392,Evening,1,1,1,1,11
23.0,4C,AGG. ASSAULT,Inside,OTHER,731.0,WESTERN,39.30971,-76.65168,Evening,0,3,1,0,18
1.0,4E,COMMON ASSAULT,Inside,HANDS,212.0,SOUTHEASTERN,39.28953,-76.58686,Night,1,1,3,0,0
2.0,4E,COMMON ASSAULT,Outside,HANDS,111.0,CENTRAL,39.28977,-76.60991,Night,1,1,3,1,26
2.0,4E,COMMON ASSAULT,Outside,HANDS,111.0,CENTRAL,39.28977,-76.60991,Night,1,1,3,1,26
7.0,4E,COMMON ASSAULT,Inside,HANDS,131.0,WESTERN,39.30901,-76.6412,Morning,1,1,2,0,1
7.0,4E,COMMON ASSAULT,Inside,HANDS,743.0,WESTERN,39.30127,-76.64454,Morning,1,1,2,0,1
7.0,4E,COMMON ASSAULT,Inside,HANDS,743.0,WESTERN,39.30127,-76.64454,Morning,1,1,2,0,1
8.0,4E,COMMON ASSAULT,Inside,HANDS,423.0,NORTHEASTERN,39.36634,-76.57051,Morning,1,1,2,0,1
9.0,4E,COMMON ASSAULT,Inside,HANDS,842.0,SOUTHWESTERN,39.28219,-76.66298,Morning,1,1,2,0,1
9.0,4E,COMMON ASSAULT,Inside,HANDS,711.0,WESTERN,39.28988,-76.63967,Morning,1,1,2,0,1
10.0,4E,COMMON ASSAULT,Inside,HANDS,742.0,WESTERN,39.3066,-76.64056,Morning,1,1,2,0,1
11.0,4C,AGG. ASSAULT,Inside,OTHER,331.0,EASTERN,39.31361,-76.58975,Morning,0,3,2,0,15
12.0,4E,COMMON ASSAULT,Inside,HANDS,723.0,WESTERN,39.30504,-76.65257,Afternoon,1,1,0,0,7
13.0,4E,COMMON ASSAULT,Outside,HANDS,342.0,EASTERN,39.31154,-76.60813,Afternoon,1,1,0,1,5
14.0,4E,COMMON ASSAULT,Inside,HANDS,532.0,NORTHERN,39.34506,-76.66595,Afternoon,1,1,0,0,7
14.0,4C,AGG. ASSAULT,Inside,OTHER,142.0,CENTRAL,39.29922,-76.61166,Afternoon,0,3,0,0,22
15.0,4E,COMMON ASSAULT,Outside,HANDS,132.0,CENTRAL,39.30943,-76.62459,Afternoon,1,1,0,1,5
15.0,4E,COMMON ASSAULT,Inside,HANDS,841.0,SOUTHWESTERN,39.28044,-76.64911,Afternoon,1,1,0,0,7
15.0,4E,COMMON ASSAULT,Outside,HANDS,231.0,SOUTHEASTERN,39.29019,-76.56267,Afternoon,1,1,0,1,5
16.0,4E,COMMON ASSAULT,Inside,HANDS,932.0,SOUTHERN,39.2829,-76.63013,Afternoon,1,1,0,0,7
17.0,4E,COMMON ASSAULT,Outside,HANDS,232.0,SOUTHEASTERN,39.2857,-76.58701,Afternoon,1,1,0,1,5
17.0,4E,COMMON ASSAULT,Inside,HANDS,913.0,SOUTHERN,39.23676,-76.61085,Afternoon,1,1,0,0,7
17.0,4E,COMMON ASSAULT,Outside,HANDS,631.0,NORTHWESTERN,39.35662,-76.70316,Afternoon,1,1,0,1,5
19.0,4B,AGG. ASSAULT,Inside,KNIFE,312.0,EASTERN,39.30063,-76.60346,Evening,0,2,1,0,12
19.0,3AF,ROBBERY - STREET,Outside,FIREARM,813.0,SOUTHWESTERN,39.30221,-76.67179,Evening,6,0,1,1,9
19.0,4C,AGG. ASSAULT,Inside,OTHER,713.0,WESTERN,39.29696,-76.64557,Evening,0,3,1,0,18
20.0,4E,COMMON ASSAULT,Inside,HANDS,931.0,SOUTHERN,39.2862,-76.63194,Evening,1,1,1,0,8
20.0,4E,COMMON ASSAULT,Outside,HANDS,332.0,EASTERN,39.30919,-76.57747,Evening,1,1,1,1,11
20.0,3AF,ROBBERY - STREET,Outside,FIREARM,543.0,NORTHERN,39.33213,-76.60367,Evening,6,0,1,1,9
20.0,4E,COMMON ASSAULT,Inside,HANDS,133.0,CENTRAL,39.31497,-76.63843,Evening,1,1,1,0,8
21.0,3AF,ROBBERY - STREET,Outside,FIREARM,331.0,EASTERN,39.30558,-76.59136,Evening,6,0,1,1,9
22.0,3AF,ROBBERY - STREET,Outside,FIREARM,425.0,NORTHEASTERN,39.35252,-76.56107,Evening,6,0,1,1,9
22.0,3AF,ROBBERY - STREET,Outside,FIREARM,731.0,WESTERN,39.31481,-76.64829,Evening,6,0,1,1,9
23.0,4C,AGG. ASSAULT,Inside,OTHER,331.0,EASTERN,39.3094,-76.58504,Evening,0,3,1,0,18
23.0,4E,COMMON ASSAULT,Inside,HANDS,614.0,NORTHWESTERN,39.34267,-76.6721,Evening,1,1,1,0,8
20.0,4E,COMMON ASSAULT,Inside,HANDS,221.0,SOUTHEASTERN,39.29733,-76.57791,Evening,1,1,1,0,8
20.0,4B,AGG. ASSAULT,Outside,KNIFE,331.0,EASTERN,39.31141,-76.5904,Evening,0,2,1,1,17
21.0,3AF,ROBBERY - STREET,Outside,FIREARM,443.0,NORTHEASTERN,39.32039,-76.55223,Evening,6,0,1,1,9
0.0,4E,COMMON ASSAULT,Inside,HANDS,923.0,SOUTHERN,39.25428,-76.65154,Night,1,1,3,0,0
0.0,4E,COMMON ASSAULT,Outside,HANDS,921.0,SOUTHERN,39.26136,-76.63504,Night,1,1,3,1,26
1.0,4E,COMMON ASSAULT,Inside,HANDS,913.0,SOUTHERN,39.23427,-76.5981,Night,1,1,3,0,0
1.0,4E,COMMON ASSAULT,Inside,HANDS,432.0,NORTHEASTERN,39.32238,-76.57602,Night,1,1,3,0,0
3.0,4E,COMMON ASSAULT,Inside,HANDS,311.0,EASTERN,39.30277,-76.60555,Night,1,1,3,0,0
4.0,4E,COMMON ASSAULT,Inside,HANDS,133.0,CENTRAL,39.31581,-76.63695,Night,1,1,3,0,0
7.0,4B,AGG. ASSAULT,Inside,KNIFE,131.0,CENTRAL,39.30763,-76.63558,Morning,0,2,2,0,44
7.0,4E,COMMON ASSAULT,Inside,HANDS,221.0,SOUTHEASTERN,39.29489,-76.5813,Morning,1,1,2,0,1
9.0,4C,AGG. ASSAULT,Inside,OTHER,611.0,NORTHWESTERN,39.31491,-76.66185,Morning,0,3,2,0,15
11.0,4E,COMMON ASSAULT,Inside,HANDS,426.0,NORTHEASTERN,39.34074,-76.56,Morning,1,1,2,0,1
12.0,4E,COMMON ASSAULT,Inside,HANDS,723.0,WESTERN,39.30504,-76.65257,Afternoon,1,1,0,0,7
13.0,4E,COMMON ASSAULT,Inside,HANDS,111.0,CENTRAL,39.28926,-76.62161,Afternoon,1,1,0,0,7
13.0,4E,COMMON ASSAULT,Outside,HANDS,421.0,NORTHEASTERN,39.34317,-76.56875,Afternoon,1,1,0,1,5
13.0,4E,COMMON ASSAULT,Inside,HANDS,133.0,CENTRAL,39.31216,-76.62804,Afternoon,1,1,0,0,7
13.0,4B,AGG. ASSAULT,Outside,KNIFE,731.0,WESTERN,39.3102,-76.64814,Afternoon,0,2,0,1,29
14.0,4E,COMMON ASSAULT,Inside,HANDS,731.0,WESTERN,39.31868,-76.65399,Afternoon,1,1,0,0,7
14.0,4B,AGG. ASSAULT,Outside,KNIFE,312.0,EASTERN,39.29692,-76.60566,Afternoon,0,2,0,1,29
